Sample	CSM5FZ3N_P	CSM5FZ3T_P	CSM5FZ4A_P	CSM5FZ4E_P	CSM5LLGB_P	CSM5MCTZ_P	CSM5MCU4_P	CSM5MCUQ_P	CSM5MCWA_P	CSM5MCWK_P	CSM5MCXB_P	CSM5MCXF_P	CSM5MCYU_P	CSM67U9T_P	CSM67U9V_P	CSM67U9X_P	CSM67UAI_P	CSM67UCU_P	CSM67UH7	CSM6J2H9_P	CSM79HG7_P	CSM79HH2_P	CSM79HHM	CSM79HHW_P	CSM79HHW	CSM79HJI_P	CSM79HKX	CSM79HNE	CSM79HQR_P	CSM7CZ2F_P	CSM7KOP6	CSM7KOQ5_P	CSM7KOQP_P	CSM7KOTO	CSM7KOUJ_P	ESM5GEXY	ESM5GEYU_P	ESM5GEYX_P	ESM5GEZ4_P	ESM5MEA7_P	ESM5MEB7	ESM5MEC7_P	ESM5MEDD	ESM7F5AE_P	HSM5FZBP_P	HSM5MD3L_P	HSM5MD3Y	HSM5MD48	HSM5MD4N	HSM5MD4U_P	HSM5MD5X_P	HSM5MD6E_P	HSM5MD6O_P	HSM5MD82_P	HSM5MD8F_P	HSM5MD8J_P	HSM67VCX_P	HSM67VDR_P	HSM67VDT_P	HSM67VDT	HSM67VDX_P	HSM67VF9	HSM67VFR	HSM67VID	HSM6XRQE_P	HSM7CYWS_P	HSM7CZ1T_P	HSM7CZ2V_P	HSM7CZ2X_P	HSM7J4IC	HSM7J4J7	HSM7J4JH	HSM7J4JT_P	HSM7J4JV_P	HSMA33IA	HSMA33IE	HSMA33J1_P	MSM5FZ9N_P	MSM5LLD6_P	MSM5LLEP	MSM5LLF2_P	MSM5LLFG_P	MSM5LLFK_P	MSM5LLH2_P	MSM5LLHG_P	MSM5LLHV_P	MSM6J2JF_P	MSM6J2JH_P	MSM6J2LW	MSM6J2PO	MSM6J2RG_P	MSM79H52_P	MSM79H5E	MSM79H7C	MSM79H81	MSM79H8D	MSM79H94_P	MSM79H98	MSM79H9U_P	MSM79HAJ	MSM79HBZ	MSM9VZFJ_P	MSM9VZIM	MSM9VZIY	MSM9VZJF_P	MSM9VZJJ_P	MSM9VZL5	MSM9VZL7	MSM9VZN4_P	MSMA267V	PSM6XBQM_P	PSM6XBRK_P	PSM6XBRK_TR	PSM6XBRK	PSM6XBRM_P	PSM6XBSE_P	PSM6XBSE	PSM6XBSG_P	PSM6XBTR	PSM6XBVY_P	PSM6XBW1_P	PSM6XBW3	PSM7J12J	PSM7J12V	PSM7J13I	PSM7J15W	PSM7J4EF	PSMA264O	PSMA265X
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM08_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercorirosoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0	0	29.23281	0	0	9.01654	0	11.9803	0.96256	1.28627	12.52341	0.91562	0.61121	0.12429	0	11.8023	0	0	0	12.48186	0	2.66705	31.42157	0	0	4.7199	8.18818	0	2.13417	7.60202	6.75953	0.00484	0	31.0381	0.03228	0	0.02108	0.00185	0	18.90818	1.03576	5.27069	18.30506	2.53876	0.11071	0	3.21256	0	0	0	1.53434	40.49192	19.94814	3.00839	2.3609	32.74146	41.06096	7.93431	35.84403	38.07986	13.66566	0	14.01895	0	2.13699	14.44416	18.56851	19.96878	0	0	0.0189	0	0	1.19299	44.07267	0	11.79058	0	52.27703	0	0.41951	3.892	0	0	3.64524	11.72998	0.1596	0	4.30623	3.62022	0	0	1.17828	0	0	0	0.0112	4.04263	1.31053	0.59474	0	0.33411	0	0	0.50358	0	9.46877	1.27591	3.83606	3.55197	0.02345	13.89122	13.06641	12.35134	0.00923	0.00992	0	2.18993	22.44499	17.26551	0.30853	0	0	10.54957	0	7.55504	0	0.61806	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	6.81155	13.55901	0.00123	2.30213	0	0.235	0	2.32697	0.19525	9.09234	1.59158	2.04687	0	4.92077	2.32634	0.26882	0	1.95279	5.40146	0.26649	1.04167	2.06126	0.58296	0	0	0.57122	5.57955	0	0.1096	0.51438	3.83593	0.01025	0	0	10.00687	0	0	0	3.64134	0.03387	0.13238	0.06466	0.00717	1.2913	0.005	2.18134	0.91808	0	0	0	0.77655	0	0	4.3109	0	2.88534	1.9935	0	0.23965	0.26267	0.83563	0.07875	0	1.53353	0	0.04396	1.47827	0.30951	0	6.82718	0	0	0.21829	0.29682	3.18454	0.05545	1.18659	0	0	1.37357	0.12048	3.54624	0.05381	0.15188	0.6231	2.74801	3.17132	0.44099	1.27594	0.33646	0	0.10104	1.85335	0	4.64438	0	7.12238	5.12033	0.53225	1.0067	0	1.10443	0.00127	0	0.04747	1.51408	0.84302	3.17858	0.19438	0.37266	0.19461	0.08464	0.1303	0.039	0	0.48546	0.16881	7.76432	0	2.64854	0.13013	0	0	0.2243	11.70099	4.08184	0	1.91675	0.83971
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	31.29744	0	27.8589	39.43736	0.11023	5.25194	0.01189	7.64754	0.93353	8.83773	3.83168	11.40858	0.95045	27.68052	27.84998	1.64302	0	20.77639	0	12.25557	8.57568	5.05726	12.77849	0	0	4.55447	20.7162	0	1.79134	6.30998	22.30154	0.47908	0	8.56646	16.57213	0	10.37706	11.04529	24.53195	1.80787	2.73845	13.0777	20.61007	15.1329	2.06725	3.62315	10.46795	25.85026	6.53261	81.26908	5.04337	0.01946	18.65061	0.86707	0.95195	3.80465	12.74838	9.65795	8.34999	8.27124	1.54537	0.28728	0	2.16784	0	9.84341	12.86731	9.70311	0	16.8198	7.78248	0	0.80396	0.44667	13.93701	11.90009	1.61326	0.1054	0.01731	4.87673	1.22034	26.11733	10.76635	0.91614	4.3786	25.92345	20.86195	1.30557	6.25426	9.29841	14.01467	17.298	3.77869	9.16446	0	14.85027	3.58752	19.99261	1.1675	7.3861	0	18.83051	0	29.69777	0.21908	28.27045	13.25704	8.34323	1.64911	1.32674	15.71246	10.10458	8.47054	9.14603	12.81393	1.51521	0.50443	2.82255	15.45132	4.37766	4.26139	0	0	5.37886	31.97693	6.44511	5.90535	1.39174	16.94818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	42.3452	68.13581	26.47248	0.15372	55.70357	24.06737	0.00769	0.00209	5.59182	34.21063	4.94266	28.90604	1.30559	0.72479	20.22397	62.24776	0	16.21889	14.24593	23.15335	39.17667	12.25181	0.11569	56.62487	56.90735	13.83896	27.03117	0	13.04237	17.5761	7.78526	64.50863	0	10.78646	32.12538	74.42647	38.62312	6.20347	29.44743	20.3352	0.65118	46.0292	0.00532	11.34486	6.7888	14.56797	0	0	37.32163	0.01789	34.9419	0.02984	14.87314	10.70617	25.17388	4.93424	0	31.52037	22.77739	20.33192	0.01172	49.84856	50.806	5.38738	5.64702	33.09955	40.95438	35.05424	54.42995	0.09092	55.80067	0	8.14745	7.3918	8.64896	17.58278	31.80022	1.20102	4.33649	30.84397	4.48975	13.86187	65.03678	0.4157	23.09602	4.42166	20.96874	1.65947	9.71002	21.92618	0.75763	3.05951	13.89027	31.39161	0.03895	0.00179	36.75931	29.2933	3.27796	1.5021	0	35.40051	43.2592	0	5.08351	33.58986	16.76308	4.69112	3.09777	7.03584	25.53082	35.81165	35.00095	38.26823	26.42593	36.21062	32.22166	27.11665	36.63383	18.44207	9.10376	0	0	10.79813	0	29.74679	0.0614	6.90554	47.36937
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0	2.62277	0	0.01661	0	0.14214	0	0	0.26723	1.25392	4.37856	0	0	0.01748	12.70027	1.19829	0	1.84379	0.00772	2.42735	1.97962	7.05486	0.68371	0.30829	0.34216	2.4477	4.60115	0	0	0	0.08221	0.09186	0	0	0.52125	0.09986	0	0.02785	0	0.00504	0.01549	6.58891	0.40237	0.18111	1.77972	4.32712	0.0048	10.25659	5.56853	0	8.79653	10.63209	0	3.3233	0	0.00239	10.6256	0.07475	2.67319	3.69007	4.80198	0	0	0.91028	0	0.73447	0.70876	4.82081	0	0.05562	2.90976	0	0	0.1267	0.57254	0.68392	0.17051	0.06572	0.28223	0.01514	1.55252	0.02385	12.70815	0.03444	0.33606	1.18367	1.1252	0	1.46207	0.19885	0.00232	0	0.09834	0.00592	0	0	5.7027	0	0.20985	0	0	2.7131	0	0	0	4.40334	0.36155	1.93797	0.41449	0.26427	4.0181	0.30948	0.23666	0.2472	14.22199	0	0	0.36028	1.26183	1.49575	0.06109	0	0	0.16423	5.50347	1.09938	0	0.02922	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	0	0	0	0	0	0.03169	0	0.15431	0	0	0	0	0	0	0	0	0	0	0.01323	0	0	0	0	0	0	0	0.03477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46176	0	0	0.12769	0	0	0	0	0.05982	0.12859	0	0.41312	0.13824	0.0041	0	0.01765	0.02738	0	0	0	0.06659	0.11671	0.00696	0	0	0.07667	0	0	0.01992	0	0	0	0	0.03413	0	0.07646	0.03184	0.0534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0	0	0	0.27637	0	0.01986	0	0.08213	0	0	0	0	0	0	0	0	0	0	0.00543	0	0	0.08425	0	0	0	0	0.02375	0	0	0	0	0	0	0	0	0	0	0.05833	0	0	0.03021	0	0.11477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10345	0	0	0	0	0	0	0	0	0	0.06608	0	0.68286	0.13135	0	0	0.02546	0	0	0	0	0.04548	0.02158	0	0.03352	0.03384	0	0	0.04927	0.35759	0	0	0	0.05064	0.00898	0.13519	0.16427	0	0.00506	0	0	0.01253	0	0	0	0	0.02724	0	0.06707	0.02165	0.04097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0	0	1.32506	0	0	0	3.6844	0	0.06871	0	50.96176	0.27805	0	0.32172	0	0.01242	0	0	0	23.44718	0	0.00234	0	8.87209	0	0	0	0	0	0	0	0	0.2733	0	0	0	0.28049	0	63.73362	1.4029	0.03618	36.04216	61.55772	0	0	0	0	0	0.22207	0.2526	0	29.85572	0	29.10061	0	0	0	0	0.3529	0	0.2844	69.28751	69.15517	1.09166	0	3.22582	0	0	0	0	56.02382	70.69275	0.18998	0	0.96185	3.10071	0	5.38885	1.23027	0.03631	0	62.75008	0	1.30899	1.73362	63.70461	0	0	0.01105	0	22.02469	0	0	0	0.27993	0	72.25499	1.31297	0	0.02115	0	0	15.51741	0	0	0	0.02386	0	0.07642	0.00519	0.00207	0	0	0	0	20.37449	0	0	54.67531	0	0.03013	31.07786	0.00436	0.15158	0	62.99708	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bergensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30899	0	0	0	0	0	0	0.24635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0	0	0	0	1.32506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01784	0	0	0	0.00436	0.00328	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_colorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	0	0	0	0	0	0	0	3.6844	0	0.06871	0	50.56815	0.27382	0	0.32172	0	0.01242	0	0	0	0.92941	0	0.00234	0	8.84526	0	0	0	0	0	0	0	0	0.27207	0	0	0	0.28049	0	56.33143	1.4029	0	35.23854	61.55772	0	0	0	0	0	0.21424	0.2526	0	29.85572	0	25.06238	0	0	0	0	0	0	0	69.28751	0	1.08151	0	3.16842	0	0	0	0	56.02382	70.69275	0	0	0.95077	3.10071	0	0	0.68404	0	0	59.52244	0	0	1.52789	63.70461	0	0	0.01105	0	21.74555	0	0	0	0.27397	0	72.25499	0	0	0.02115	0	0	10.52876	0	0	0	0	0	0.07642	0.00519	0	0	0	0	0	15.16791	0	0	54.51883	0	0	0	0	0.00708	0	62.99708	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24934	0	0.23036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01687	0	0	0	0	0.20572	0	0	0	0	0	0.03279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0.14122	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03618	0.01692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04874	0	0	0.05392	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03013	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.51776	0	0	0	0.02683	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31297	0	0	0	0	0.42325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
